City,Country,Temperature (°C),Weather Description,Wind Speed (m/s),Pressure (hPa),Humidity (%),Dew Point (°C),Visibility (m)
Lorsch,DE,17.26,light rain,4.92,1014,79,13.060000000000002,10000
Heppenheim,DE,17.14,light rain,4.92,1014,79,12.940000000000001,10000
Biblis,DE,17.47,light rain,3.55,1014,79,13.27,10000
Lampertheim,DE,17.48,overcast clouds,3.6,1014,76,12.68,10000
Viernheim,DE,17.42,overcast clouds,4.92,1014,76,12.620000000000001,10000
Hirschhorn,DE,16.36,overcast clouds,1.34,1014,74,11.16,10000
Eberbach,DE,16.01,overcast clouds,1.34,1014,75,11.010000000000002,10000
Wald-Michelbach,DE,15.29,overcast clouds,3.24,1015,78,10.889999999999999,10000
Beerfelden,DE,14.69,overcast clouds,1.34,1014,79,10.489999999999998,10000
Michelstadt,DE,15.83,overcast clouds,4.17,1015,79,11.629999999999999,10000
Erbach im Odenwald,DE,16.02,overcast clouds,4,1014,79,11.82,10000
Reichelsheim,DE,16,light rain,5.09,1014,93,14.6,10000
Bürstadt,DE,17.45,overcast clouds,3.6,1014,76,12.649999999999999,10000
Grünstadt,DE,17.31,overcast clouds,5.94,1014,90,15.309999999999999,10000
Frankenthal,DE,17.74,overcast clouds,3.6,1014,75,12.739999999999998,10000
Ludwigshafen am Rhein,DE,17.76,overcast clouds,3.6,1014,75,12.760000000000002,10000
Schifferstadt,DE,18.02,overcast clouds,3.6,1014,66,11.219999999999999,10000
Speyer,DE,18.14,overcast clouds,3.6,1014,65,11.14,10000
Hockenheim,DE,17.91,overcast clouds,3.6,1014,66,11.11,10000
Ketsch,DE,17.75,overcast clouds,3.6,1014,66,10.95,10000
Schwetzingen,DE,17.63,overcast clouds,3.6,1014,72,12.03,10000
Brühl,DE,17.7,few clouds,7.72,1011,77,13.1,10000
Leimen,DE,17.29,overcast clouds,3.6,1014,72,11.69,10000
Nußloch,DE,17.13,overcast clouds,4.42,1015,69,10.93,10000
Sandhausen,DE,17.45,overcast clouds,3.6,1014,70,11.45,10000
Wiesloch,DE,17.29,overcast clouds,3.34,1015,88,14.889999999999999,10000
Walldorf,DE,17.67,overcast clouds,4.37,1015,69,11.470000000000002,10000
St. Leon-Rot,DE,17.73,overcast clouds,4.19,1015,85,14.73,10000
Rauenberg,DE,17.42,overcast clouds,4.22,1015,69,11.220000000000002,10000
Mannheim,DE,17.67,overcast clouds,3.6,1014,74,12.470000000000002,10000
Viernheim,DE,17.42,overcast clouds,4.92,1014,76,12.620000000000001,10000
Weinheim,DE,17.06,overcast clouds,4.92,1014,77,12.459999999999999,10000
Weinheim,DE,17.06,overcast clouds,4.92,1014,77,12.459999999999999,10000
Wiesloch,DE,17.29,overcast clouds,3.34,1015,88,14.889999999999999,10000
Worms,DE,17.51,overcast clouds,4.1,1014,91,15.71,10000
Bensheim,DE,17.2,light rain,4.52,1014,79,13.0,10000
Lorsch,DE,17.26,light rain,4.92,1014,79,13.060000000000002,10000
Heppenheim,DE,17.14,light rain,4.92,1014,79,12.940000000000001,10000
Biblis,DE,17.47,light rain,3.55,1014,79,13.27,10000
Lampertheim,DE,17.48,overcast clouds,3.6,1014,76,12.68,10000
Viernheim,DE,17.42,overcast clouds,4.92,1014,76,12.620000000000001,10000
Hirschhorn,DE,16.36,overcast clouds,1.34,1014,74,11.16,10000
Eberbach,DE,16.01,overcast clouds,1.34,1014,75,11.010000000000002,10000
Wald-Michelbach,DE,15.29,overcast clouds,3.24,1015,78,10.889999999999999,10000
Beerfelden,DE,14.69,overcast clouds,1.34,1014,79,10.489999999999998,10000
Michelstadt,DE,15.83,overcast clouds,4.17,1015,79,11.629999999999999,10000
Erbach im Odenwald,DE,16.02,overcast clouds,4,1014,79,11.82,10000
Reichelsheim,DE,16,light rain,5.09,1014,93,14.6,10000
Bürstadt,DE,17.45,overcast clouds,3.6,1014,76,12.649999999999999,10000
Grünstadt,DE,17.31,overcast clouds,5.94,1014,90,15.309999999999999,10000
Frankenthal,DE,17.74,overcast clouds,3.6,1014,75,12.739999999999998,10000
Ludwigshafen am Rhein,DE,17.76,overcast clouds,3.6,1014,75,12.760000000000002,10000
Schifferstadt,DE,18.02,overcast clouds,3.6,1014,66,11.219999999999999,10000
Speyer,DE,18.14,overcast clouds,3.6,1014,65,11.14,10000
Hockenheim,DE,17.91,overcast clouds,3.6,1014,66,11.11,10000
Ketsch,DE,17.75,overcast clouds,3.6,1014,66,10.95,10000
Schwetzingen,DE,17.63,overcast clouds,3.6,1014,72,12.03,10000
Brühl,DE,17.7,few clouds,7.72,1011,77,13.1,10000
Leimen,DE,17.29,overcast clouds,3.6,1014,72,11.69,10000
Nußloch,DE,17.13,overcast clouds,4.42,1015,69,10.93,10000
Sandhausen,DE,17.45,overcast clouds,3.6,1014,70,11.45,10000
Wiesloch,DE,17.29,overcast clouds,3.34,1015,88,14.889999999999999,10000
Walldorf,DE,17.67,overcast clouds,4.37,1015,69,11.470000000000002,10000
St. Leon-Rot,DE,17.73,overcast clouds,4.19,1015,85,14.73,10000
Rauenberg,DE,17.42,overcast clouds,4.22,1015,69,11.220000000000002,10000
Mannheim,DE,17.67,overcast clouds,3.6,1014,74,12.470000000000002,10000
Viernheim,DE,17.42,overcast clouds,4.92,1014,76,12.620000000000001,10000
Weinheim,DE,17.06,overcast clouds,4.92,1014,77,12.459999999999999,10000
